customerID,churn_prediction,churn_probability,risk_level,estimated_ltv,ltv_segment,retention_priority
9906-NHHVC,No,0.05255742371082306,Low,4694.016267955303,High,Monitor
4522-XRWWI,No,0.08522120863199234,Low,4262.027445186674,High,Monitor
3766-EJLFL,No,0.28424444794654846,Low,9288.675430834293,High,Monitor
5939-SXWHM,No,0.016862090677022934,Low,1882.9566483646631,Medium,Low
8152-UOBNY,No,0.27004870772361755,Low,6275.505576181412,High,Monitor
7351-KYHQH,No,0.3714579641819,Medium,699.5928313583136,Low,Low
7643-RCHXS,No,0.039447396993637085,Low,1665.130628836155,Medium,Low
8246-SHFGA,No,0.09238719940185547,Low,473.6037805557251,Low,Low
8387-MOJJT,No,0.3947380483150482,Medium,3273.9,High,High
0620-XEFWH,No,0.026739154011011124,Low,185.47580168135465,Low,Low
6485-QXWWE,No,0.011784477159380913,Low,2228.6464862525463,Medium,Low
2761-OCIAX,Yes,0.6340208053588867,High,149.4,Low,Medium
7321-VGNKU,Yes,0.6171445846557617,High,302.303270816803,Low,Medium
5327-CNLUQ,No,0.03951141983270645,Low,6884.912242037059,High,Monitor
7552-KEYGT,No,0.018009895458817482,Low,988.5997570507229,Medium,Low
5816-JMLGY,No,0.03069993667304516,Low,7498.361402195693,High,Monitor
3068-OMWZA,Yes,0.9249513745307922,High,88.8,Low,Medium
2927-QRRQV,No,0.20141422748565674,Low,5260.933720421792,High,Monitor
6032-KRXXO,No,0.4850248694419861,Medium,2707.5,Medium,Medium
7459-RRWQZ,No,0.21095776557922363,Low,969.7500000000001,Medium,Low
6265-SXWBU,No,0.09419611096382141,Low,7647.518668502569,High,Monitor
7941-RCJOW,No,0.019662152975797653,Low,1730.7245178237558,Medium,Low
6374-NTQLP,No,0.019284015521407127,Low,9945.420815621315,High,Monitor
4154-AQUGT,Yes,0.5231631994247437,Medium,1157.6499999999999,Medium,Medium
2387-KDZQY,No,0.030214602127671242,Low,575.6122379668058,Low,Low
3584-WKTTW,No,0.1787373572587967,Low,6788.392173573375,High,Monitor
3399-BMLVW,No,0.01827520877122879,Low,4510.964396864176,High,Monitor
1971-DTCZB,No,0.00230394653044641,Low,8726.170945513342,High,Monitor
3092-IGHWF,No,0.10554111748933792,Low,5855.8,High,Monitor
3374-PZLXD,No,0.045284006744623184,Low,782.6474304027855,Low,Low
3813-DHBBB,No,0.012867254205048084,Low,4620.715921558068,High,Monitor
2812-REYAT,No,0.027558401226997375,Low,1216.4194486647846,Medium,Low
6518-PPLMZ,No,0.02288406528532505,Low,1483.1451792031526,Medium,Low
4939-KYYPY,No,0.11568216234445572,Low,1920.5861726917328,Medium,Low
8017-LXHFA,Yes,0.5038288831710815,Medium,2179.25,Medium,Medium
5930-GBIWP,No,0.02341385930776596,Low,7533.70249119401,High,Monitor
6022-KOUQO,No,0.35264167189598083,Medium,170.93455658853054,Low,Low
6352-TWCAU,Yes,0.5456199049949646,Medium,3025.75,Medium,Medium
2361-UPSND,No,0.08258047699928284,Low,4024.8378198862074,High,Monitor
6035-RIIOM,No,0.10314474999904633,Low,7340.983927202225,High,Monitor
2929-QNSRW,No,0.27026307582855225,Low,5502.0,High,Monitor
1262-OPMFY,Yes,0.5062134861946106,Medium,681.75,Low,Low
9504-DSHWM,No,0.1137058213353157,Low,1498.811692261696,Medium,Low
5035-BVCXS,No,0.43320295214653015,Medium,1093.0193755924702,Medium,Medium
6267-DCFFZ,Yes,0.5637831091880798,Medium,2937.1879861056805,Medium,Medium
3533-UVMOM,No,0.01784922368824482,Low,6497.006341903657,High,Monitor
2439-LYPMQ,Yes,0.6336162686347961,High,4124.345825028419,High,Critical
4248-QPAVC,No,0.39631885290145874,Medium,1450.9499999999998,Medium,Medium
1899-VXWXM,No,0.3438400626182556,Medium,5092.799999999999,High,High
1478-VPOAD,No,0.48053184151649475,Medium,180.31623204946516,Low,Low
9995-HOTOH,No,0.04078781604766846,Low,5075.2444524765015,High,Monitor
2988-PLAHS,No,0.23802945017814636,Low,849.448079520464,Low,Low
1371-OJCEK,No,0.03996935859322548,Low,1449.3209534190596,Medium,Low
4999-IEZLT,No,0.03416851535439491,Low,2285.0248466737567,Medium,Low
8883-ANODQ,No,0.049529291689395905,Low,7664.473466753961,High,Monitor
4690-LLKUA,No,0.36084988713264465,Medium,765.8499999999999,Low,Low
2351-RRBUE,No,0.0490134134888649,Low,380.20447613745927,Low,Low
5980-BDHPY,No,0.0024261223152279854,Low,8356.528433912246,High,Monitor
1498-DQNRX,No,0.044875193387269974,Low,689.4053644675762,Low,Low
9469-WEJBT,No,0.22579632699489594,Low,3762.6458111360666,High,Monitor
3331-HQDTW,No,0.4217675030231476,Medium,3733.2,High,High
9490-DFPMD,Yes,0.5358453989028931,Medium,3555.3,High,High
2581-VKIRT,No,0.033430684357881546,Low,4624.223482094705,High,Monitor
5442-XSDCW,Yes,0.5246456265449524,Medium,874.5,Low,Low
7426-WEIJX,No,0.17244526743888855,Low,5258.943333604932,High,Monitor
2851-MMUTZ,No,0.09901983290910721,Low,1819.5902182929217,Medium,Low
3049-NDXFL,Yes,0.8585768938064575,High,85.8,Low,Medium
8580-AECUZ,Yes,0.8858122825622559,High,79.1,Low,Medium
3307-TLCUD,No,0.1882949322462082,Low,752.3359259843826,Low,Low
6625-FLENO,No,0.008827310986816883,Low,1697.1039991285652,Medium,Low
2967-MXRAV,No,0.029964307323098183,Low,237.64005226790906,Low,Low
7963-GQRMY,No,0.3089260160923004,Medium,132.89999999999998,Low,Low
8189-HBVRW,No,0.23273274302482605,Low,5230.407201600075,High,Monitor
4163-KIUHY,No,0.09316055476665497,Low,1035.2905387878418,Medium,Low
1228-FZFRV,No,0.2749665081501007,Low,5297.5,High,Monitor
3500-NSDOA,No,0.03207513689994812,Low,6459.097927379608,High,Monitor
1171-TYKUR,No,0.0834311991930008,Low,1333.4850852429865,Medium,Low
3761-FLYZI,No,0.3154805302619934,Medium,7518.854309844971,High,High
2058-DCJBE,Yes,0.5797398686408997,Medium,348.75,Low,Low
5364-XYIRR,Yes,0.5792959332466125,Medium,4827.150000000001,High,High
4829-AUOAX,No,0.41852957010269165,Medium,4418.3,High,High
1219-NNDDO,Yes,0.689115583896637,High,834.9988042652607,Low,Medium
8388-DMKAE,No,0.014146480709314346,Low,641.1248103752732,Low,Low
4403-BWPAY,No,0.048821184784173965,Low,630.2708154082299,Low,Low
9659-QEQSY,No,0.32365453243255615,Medium,5673.56611994505,High,High
5405-ZMYXQ,Yes,0.5616575479507446,Medium,793.0020815372467,Low,Low
5047-LHVLY,Yes,0.6606493592262268,High,50.15,Low,Medium
1442-OKRJE,No,0.21000908315181732,Low,7785.7507568746805,High,Monitor
4737-AQCPU,No,0.003646745579317212,Low,6915.289671449549,High,Monitor
9158-VCTQB,No,0.3324306309223175,Medium,4657.599999999999,High,High
2808-CHTDM,No,0.014058456756174564,Low,1171.2311856500805,Medium,Low
6311-UEUME,Yes,0.6372140645980835,High,2288.1000000000004,Medium,High
0793-TWELN,Yes,0.5700209140777588,Medium,527.3769424200059,Low,Low
3283-WCWXT,No,0.015759149566292763,Low,752.3932224243879,Low,Low
1060-ENTOF,No,0.09917306900024414,Low,8201.165902328492,High,Monitor
0999-QXNSA,No,0.2867113947868347,Low,516.0477221310139,Low,Low
5451-MHQOF,No,0.022959601134061813,Low,1655.8636530272663,Medium,Low
4836-WNFNO,No,0.004019686486572027,Low,2397.588188108057,Medium,Low
9225-BZLNZ,No,0.012780209071934223,Low,8157.851692238823,High,Monitor
0354-VXMJC,No,0.007245467510074377,Low,917.7917320832611,Medium,Low
4422-QVIJA,No,0.1005786880850792,Low,2025.8858727551997,Medium,Low
9365-SRSZE,No,0.35072875022888184,Medium,2179.686520028114,Medium,Medium
6839-ITVZJ,No,0.164648175239563,Low,1561.3,Medium,Low
8332-OSJDW,No,0.041324347257614136,Low,620.5084467887879,Low,Low
4735-BJKOU,No,0.008426795713603497,Low,1285.5248015929012,Medium,Low
0274-JKUJR,No,0.19081877171993256,Low,697.6718917056918,Low,Low
5740-YHGTW,No,0.24039217829704285,Low,7273.09845804274,High,Monitor
8917-SZTTJ,No,0.02052207477390766,Low,1640.921789536625,Medium,Low
1696-MZVAU,No,0.07665097713470459,Low,1264.5247539281845,Medium,Low
7359-WWYJV,No,0.028232339769601822,Low,10909.651409120857,High,Monitor
0375-HVGXO,Yes,0.7637606263160706,High,34.7,Low,Medium
4906-ZHGPK,No,0.08272380381822586,Low,4596.017124840618,High,Monitor
8593-WHYHV,Yes,0.8621446490287781,High,255.89999999999998,Low,Medium
3795-GWTRD,No,0.015681192278862,Low,6544.416862159967,High,Monitor
1298-PHBTI,No,0.039202019572257996,Low,7976.21604976654,High,Monitor
6223-DHJGV,No,0.02479316107928753,Low,1108.9562546845525,Medium,Low
6961-MJKBO,No,0.010349971242249012,Low,1446.8702341143041,Medium,Low
6097-EQISJ,No,0.23932193219661713,Low,6761.7,High,Monitor
4423-YLHDV,Yes,0.6779481172561646,High,2192.4,Medium,High
8158-WPEZG,No,0.3671225905418396,Medium,527.5224778831005,Low,Low
0107-YHINA,Yes,0.917353093624115,High,99.75,Low,Medium
4918-FYJNT,No,0.20023567974567413,Low,5408.782096602023,High,Monitor
0727-BNRLG,No,0.06190360337495804,Low,8936.372715130448,High,Monitor
4854-CIDCF,Yes,0.5295870900154114,Medium,429.9899604141712,Low,Low
8640-SDGKB,No,0.35699841380119324,Medium,297.6,Low,Low
3280-MRDOF,No,0.050215594470500946,Low,3648.122458130121,High,Monitor
6435-SRWBJ,Yes,0.7490299344062805,High,538.3566375672817,Low,Medium
9964-WBQDJ,No,0.007174687460064888,Low,2313.798503023386,Medium,Low
6303-KFWSL,No,0.12863217294216156,Low,2179.966869339347,Medium,Low
1702-CCFNJ,No,0.08900262415409088,Low,3525.5381340488793,High,Monitor
8932-CZHRQ,No,0.11453850567340851,Low,6034.510036274791,High,Monitor
0386-CWRGM,No,0.01910090073943138,Low,1349.1066206157207,Medium,Low
5515-RUGKN,No,0.2536083459854126,Low,683.189658343792,Low,Low
0404-AHASP,No,0.004378849174827337,Low,1889.1296801101416,Medium,Low
7279-NMVJC,No,0.04081723466515541,Low,567.3528443619608,Low,Low
2081-VEYEH,Yes,0.6198646426200867,High,570.0636709749699,Low,Medium
6407-UTSLV,Yes,0.6900110840797424,High,323.4624269247055,Low,Medium
4116-TZAQJ,No,0.39531493186950684,Medium,668.25,Low,Low
9060-HJJRW,No,0.14344267547130585,Low,3456.11799724102,High,Monitor
2587-YNLES,No,0.009510466828942299,Low,598.4121508017183,Low,Low
7398-SKNQZ,Yes,0.715496301651001,High,446.6964058399201,Low,Medium
5935-FCCNB,Yes,0.7229479551315308,High,1757.9898157596588,Medium,High
1958-RNRKS,No,0.17416304349899292,Low,1744.2555847764015,Medium,Low
5136-RGMZO,No,0.18887731432914734,Low,2548.3316009014843,Medium,Low
8345-MVDYC,No,0.019300706684589386,Low,5596.028335180879,High,Monitor
8226-BXGES,No,0.0314604826271534,Low,6764.430317948014,High,Monitor
3877-JRJIP,Yes,0.755983829498291,High,59.85,Low,Medium
8375-DKEBR,Yes,0.8771534562110901,High,69.6,Low,Medium
9705-IOVQQ,No,0.11676649749279022,Low,7088.281400978565,High,Monitor
1015-OWJKI,No,0.13455583155155182,Low,117.97026845365764,Low,Low
7511-YMXVQ,Yes,0.6794905662536621,High,408.59999999999997,Low,Medium
2040-XBAVJ,No,0.011711274273693562,Low,10955.03147182502,High,Monitor
7551-JOHTI,No,0.33978796005249023,Medium,19.5,Low,Low
8887-IPQNC,No,0.26872068643569946,Low,503.9046577513218,Low,Low
8646-JCOMS,No,0.07072650641202927,Low,6986.048578132689,High,Monitor
9804-ICWBG,Yes,0.8205428123474121,High,69.9,Low,Medium
1222-KJNZD,No,0.02770942635834217,Low,935.0083662137389,Medium,Low
0106-GHRQR,No,0.27960970997810364,Low,1451.0152002453806,Medium,Low
5318-IXUZF,Yes,0.7577549815177917,High,174.3,Low,Medium
3768-VHXQO,No,0.00856500118970871,Low,2256.2418332904576,Medium,Low
8952-WCVCD,No,0.2917020320892334,Low,5170.230672979355,High,Monitor
2418-TPEUN,No,0.014973992481827736,Low,1576.8843587726356,Medium,Low
3963-RYFNS,No,0.007371897809207439,Low,11158.597020002828,High,Monitor
3198-VELRD,Yes,0.8094503879547119,High,254.25,Low,Medium
8540-ZQGEA,No,0.012074597179889679,Low,1558.0897038370372,Medium,Low
1320-REHCS,No,0.41035041213035583,Medium,6150.822151139379,High,High
4137-JOPHL,No,0.03164263814687729,Low,6569.679728597403,High,Monitor
9436-ZBZCT,Yes,0.7052596211433411,High,1259.3,Medium,High
7801-CEDNV,No,0.033898696303367615,Low,1879.489601880312,Medium,Low
2057-BOYKM,No,0.007523477077484131,Low,9256.15757074356,High,Monitor
3658-QQJYD,No,0.07954248785972595,Low,5427.2799178242685,High,Monitor
1803-BGNBD,No,0.2418755292892456,Low,898.5969525575638,Medium,Low
0134-XWXCE,No,0.131905660033226,Low,4073.122336158156,High,Monitor
6950-TWMYB,No,0.02582160197198391,Low,6186.5535101361575,High,Monitor
5848-FHRFC,No,0.007773750927299261,Low,1840.8592710537837,Medium,Low
2243-FNMMI,No,0.09013208746910095,Low,493.90862501859664,Low,Low
2511-MORQY,No,0.06888645887374878,Low,3358.4176008939744,High,Monitor
5356-KZCKT,No,0.01530677080154419,Low,1995.9179868936537,Medium,Low
9470-XCCEM,No,0.3377269208431244,Medium,3493.9866892784835,High,High
6519-CFDBX,Yes,0.6231386661529541,High,193.4570273399353,Low,Medium
3902-MIVLE,No,0.024731991812586784,Low,6540.966917274893,High,Monitor
0409-WTMPL,No,0.24090732634067535,Low,7425.623252084852,High,Monitor
8763-KIAFH,No,0.024128742516040802,Low,795.4998520955444,Low,Low
3669-WHAFY,No,0.021251820027828217,Low,10880.518470171095,High,Monitor
3055-VTCGS,No,0.06676638126373291,Low,4344.339940524101,High,Monitor
3144-KMTWZ,No,0.1088661253452301,Low,7119.339402869344,High,Monitor
7279-BUYWN,No,0.3472819924354553,Medium,4641.2,High,High
7156-MHUGY,Yes,0.7161877155303955,High,1176.5,Medium,High
7198-GLXTC,Yes,0.6387780904769897,High,158.0,Low,Medium
2007-QVGAW,No,0.025442302227020264,Low,1768.384594845772,Medium,Low
5207-PLSTK,No,0.49779602885246277,Medium,195.64466156065464,Low,Low
2307-FYNNL,No,0.22038590908050537,Low,9128.6559987545,High,Monitor
5605-XNWEN,No,0.00579474400728941,Low,2396.5231535956264,Medium,Low
2155-AMQRX,No,0.10878163576126099,Low,1830.7673291802405,Medium,Low
6181-AXXYF,No,0.003770783543586731,Low,2373.7601545751095,Medium,Low
5091-HFAZW,No,0.48382410407066345,Medium,464.5965974837542,Low,Low
0516-VRYBW,No,0.03925381600856781,Low,362.7,Low,Low
2519-LBNQL,No,0.32062456011772156,Medium,7111.713925820589,High,High
8623-ULFNQ,No,0.22368332743644714,Low,2024.954297336936,Medium,Low
8380-PEFPE,Yes,0.7959047555923462,High,71.65,Low,Medium
5687-DKDTV,No,0.21448709070682526,Low,81.4,Low,Low
1568-LJSZU,No,0.018952928483486176,Low,8440.460959851742,High,Monitor
7530-HDYDS,No,0.27381253242492676,Low,3201.5,Medium,Low
7789-HKSBS,No,0.34071508049964905,Medium,5250.681282377243,High,High
7416-CKTEP,No,0.025369614362716675,Low,1575.6661334037783,Medium,Low
2586-CWXVV,No,0.22038744390010834,Low,1783.80133023262,Medium,Low
3096-IZETN,No,0.3837057948112488,Medium,937.1999999999999,Medium,Medium
2348-KCJLT,No,0.053709372878074646,Low,3404.362482815981,High,Monitor
8401-EMUWF,No,0.1592048555612564,Low,3264.9070981442933,High,Monitor
4193-IBKSW,No,0.004241474438458681,Low,2373.4805641835555,Medium,Low
5377-NDTOU,No,0.005998069420456886,Low,8636.643018702418,High,Monitor
5922-ABDVO,No,0.34176841378211975,Medium,1703.3500000000001,Medium,Medium
2474-LCNUE,No,0.11485219746828079,Low,2085.096813938767,Medium,Low
0839-QNXME,No,0.018308430910110474,Low,1039.0755945682524,Medium,Low
3506-OVLKD,No,0.05449235439300537,Low,1214.267603778839,Medium,Low
9172-ANCRX,Yes,0.8270870447158813,High,987.0,Medium,High
6650-VJONK,Yes,0.547183096408844,Medium,162.98612733483316,Low,Low
2178-PMGCJ,No,0.3238407373428345,Medium,1816.1698036432267,Medium,Medium
7492-TAFJD,No,0.023533957079052925,Low,1173.2763829104601,Medium,Low
2773-MADBQ,No,0.01824215054512024,Low,3162.7522033452988,Medium,Low
6016-LVTJQ,No,0.04674476012587547,Low,820.2083242204039,Low,Low
7860-KSUGX,No,0.006265679374337196,Low,6177.508247143775,High,Monitor
8966-KZXXA,No,0.013349463231861591,Low,1497.9582833491268,Medium,Low
6910-HADCM,Yes,0.777435302734375,High,76.35,Low,Medium
4816-LXZYW,Yes,0.5523263216018677,Medium,1820.45,Medium,Medium
9606-PBKBQ,Yes,0.6294441223144531,High,2720.0,Medium,High
5149-QYTTU,No,0.018262004479765892,Low,7876.598443285004,High,Monitor
2070-XYMFH,No,0.38013404607772827,Medium,2120.1681806623933,Medium,Medium
2085-BOJKI,No,0.21140027046203613,Low,2557.6679663181308,Medium,Low
0817-HSUSE,No,0.35484662652015686,Medium,367.75447818636894,Low,Low
5442-PPTJY,No,0.0139769921079278,Low,702.5916781313717,Low,Low
1927-QEWMY,No,0.003075679764151573,Low,1966.4867655560374,Medium,Low
1663-MHLHE,No,0.10515327006578445,Low,122.28634328842162,Low,Low
5663-QBGIS,No,0.07866812497377396,Low,9255.911757811904,High,Monitor
4450-MDZFX,No,0.20546142756938934,Low,4815.443657161295,High,Monitor
6701-DHKWQ,No,0.020394768565893173,Low,4339.615487219394,High,Monitor
7554-AKDQF,No,0.25030773878097534,Low,479.24071034789085,Low,Low
3536-IQCTX,Yes,0.5462266206741333,Medium,2729.6,Medium,Medium
4911-BANWH,No,0.44755083322525024,Medium,2683.0499999999997,Medium,Medium
8496-EJAUI,No,0.33357080817222595,Medium,1403.1499999999999,Medium,Medium
0794-YVSGE,No,0.005699088331311941,Low,1946.0234041649849,Medium,Low
5423-BHIXO,No,0.24027743935585022,Low,1981.4617767214777,Medium,Low
6908-VVYHM,No,0.3680831789970398,Medium,6235.94955894351,High,High
2959-EEXWB,No,0.1774825155735016,Low,2541.6968397438527,Medium,Low
1839-UMACK,No,0.05408988893032074,Low,1336.4405793875455,Medium,Low
3030-YDNRM,Yes,0.690163254737854,High,737.9476822972297,Low,Medium
7321-KKSDU,No,0.0097475815564394,Low,1143.2041898742318,Medium,Low
3402-XRIUO,No,0.129381462931633,Low,1730.0668481841683,Medium,Low
3132-TVFDZ,Yes,0.5248646140098572,Medium,2556.4500000000003,Medium,Medium
8286-AFUYI,No,0.46899208426475525,Medium,200.72097735702994,Low,Low
8080-DDEMJ,Yes,0.7135787010192871,High,45.1,Low,Medium
8356-WUAOJ,Yes,0.6009595990180969,High,152.74090826511383,Low,Medium
6365-MTGZX,No,0.38084354996681213,Medium,2304.0,Medium,Medium
1349-WXNGG,No,0.3508110046386719,Medium,20.05,Low,Low
8058-DMYRU,No,0.45040076971054077,Medium,5159.648464125395,High,High
9350-ZXYJC,No,0.02337970770895481,Low,694.2038414791226,Low,Low
6990-YNRIO,No,0.3367728888988495,Medium,7062.25,High,High
8958-JPTRR,No,0.05082119256258011,Low,1637.5805402487517,Medium,Low
6959-GQEGV,No,0.19614772498607635,Low,3784.065481723845,High,Monitor
3173-WSSUE,No,0.006589462514966726,Low,1868.3845021229238,Medium,Low
1265-HVPZB,No,0.04007851332426071,Low,4682.46544058323,High,Monitor
4115-UMJFQ,No,0.04764566197991371,Low,2875.310011010617,Medium,Low
7369-TRPFD,No,0.006783493794500828,Low,581.2696437999606,Low,Low
1098-KFQEC,No,0.0241837315261364,Low,1521.340054601431,Medium,Low
7190-XHTWJ,No,0.009486340917646885,Low,962.802963443473,Medium,Low
0621-TWIEM,No,0.39648276567459106,Medium,455.5,Low,Low
3537-RYBHH,No,0.15021155774593353,Low,3514.0593825802207,High,Monitor
2485-ITVKB,Yes,0.7589540481567383,High,70.2,Low,Medium
3669-OYSJI,Yes,0.5580849647521973,Medium,46.2,Low,Low
1612-EOHDH,Yes,0.6180309057235718,High,45.15,Low,Medium
6702-OHFWR,Yes,0.8671322464942932,High,43.3,Low,Medium
5296-BFCYD,No,0.007849439978599548,Low,1403.2134301543238,Medium,Low
4510-PYUSH,No,0.1430654227733612,Low,2171.7,Medium,Low
9359-JANWS,No,0.015851838514208794,Low,5219.691841076315,High,Monitor
7517-SAWMO,No,0.3984968662261963,Medium,1390.8,Medium,Medium
4143-HHPMK,No,0.35479286313056946,Medium,4438.2,High,High
3279-DYZQM,No,0.009305417537689209,Low,1843.4062310934066,Medium,Low
7054-LGEQW,Yes,0.5509705543518066,Medium,45.95,Low,Low
0523-VNGTF,No,0.24100075662136078,Low,2855.9767707437277,Medium,Low
9575-IWCAZ,No,0.06248204782605171,Low,432.98040719479326,Low,Low
7105-MXJLL,No,0.1215115338563919,Low,2218.090998739004,Medium,Low
7064-FRRSW,No,0.36542782187461853,Medium,5505.871747612953,High,High
7940-UQQUG,No,0.09990648180246353,Low,7809.237159597874,High,Monitor
0923-PNFUB,Yes,0.5302895307540894,Medium,251.25,Low,Low
3961-SXAXY,Yes,0.547183096408844,Medium,163.7295076191425,Low,Low
7010-BRBUU,No,0.004759243223816156,Low,2310.8472537193447,Medium,Low
3566-HJGPK,Yes,0.6044014692306519,High,153.66707845926283,Low,Medium
3062-ICYZQ,No,0.24231702089309692,Low,5210.2239806413645,High,Monitor
9938-PRCVK,No,0.01122539583593607,Low,1275.1926328487693,Medium,Low
0973-KYVNF,No,0.005579210817813873,Low,6772.939890137315,High,Monitor
5129-HHMZC,No,0.0216597281396389,Low,5747.210396055877,High,Monitor
9637-CDTKZ,No,0.010927129536867142,Low,10923.677148476243,High,Monitor
3946-JEWRQ,No,0.31589221954345703,Medium,5255.924728393555,High,High
7873-CVMAW,No,0.003137116553261876,Low,8494.132999901007,High,Monitor
0463-WZZKO,No,0.1533997654914856,Low,167.65172919631004,Low,Low
3494-JCHRQ,Yes,0.8205428123474121,High,70.05,Low,Medium
6474-FVJLC,Yes,0.8301647305488586,High,172.0,Low,Medium
4524-QCSSM,No,0.24318747222423553,Low,1363.6500761911273,Medium,Low
5832-EXGTT,No,0.12116766721010208,Low,2063.234238603711,Medium,Low
8840-DQLGN,No,0.3431488275527954,Medium,3517.5,High,High
2039-JONDJ,No,0.04771418869495392,Low,2130.800978842378,Medium,Low
7217-JYHOQ,No,0.08866845816373825,Low,2071.599644346535,Medium,Low
6695-FRVEC,No,0.014618286862969398,Low,5475.20933136344,High,Monitor
4547-LYTDD,No,0.4609902799129486,Medium,1162.4,Medium,Medium
9894-QMIMJ,No,0.05827421694993973,Low,1913.9795843303202,Medium,Low
8069-YQQAJ,No,0.31037747859954834,Medium,564.0835624933243,Low,Low
6770-XUAGN,No,0.44646748900413513,Medium,21.0,Low,Low
4193-ORFCL,Yes,0.6484794020652771,High,45.1,Low,Medium
1636-NTNCO,Yes,0.5482166409492493,Medium,341.91017286181454,Low,Low
3466-WAESX,No,0.29416424036026,Low,1398.239505946636,Medium,Low
9281-PKKZE,No,0.3207741379737854,Medium,2200.811859816313,Medium,Medium
3638-VBZTA,No,0.018550509586930275,Low,7919.489142097533,High,Monitor
7459-IMVYU,No,0.11518433690071106,Low,3029.4571338027718,Medium,Low
7776-QWNFX,No,0.1976945400238037,Low,1512.0,Medium,Low
6689-TCZHQ,Yes,0.6012696027755737,High,394.75,Low,Medium
8563-OYMQY,No,0.39070114493370056,Medium,1878.6443852096797,Medium,Medium
0754-EEBDC,No,0.02139182575047016,Low,546.9832640215755,Low,Low
5777-ZPQNC,No,0.055950749665498734,Low,470.0711087308824,Low,Low
1951-IEYXM,No,0.0028546738903969526,Low,8691.39279709272,High,Monitor
3318-NMQXL,Yes,0.7088725566864014,High,436.70234870910645,Low,Medium
3143-ILDAL,No,0.27529412508010864,Low,5289.2,High,Monitor
1022-RKXDR,No,0.03495560586452484,Low,1306.6262383311987,Medium,Low
2361-FJWNO,No,0.054442908614873886,Low,1848.4806634783745,Medium,Low
2272-UOINI,No,0.22713741660118103,Low,913.5182767808437,Medium,Low
8232-UTFOZ,No,0.005059770308434963,Low,1852.9273819763214,Medium,Low
3750-YHRYO,No,0.030121920630335808,Low,384.88578806780276,Low,Low
6637-KYRCV,No,0.45572754740715027,Medium,252.1018588244915,Low,Low
5668-MEISB,No,0.014721952378749847,Low,10148.112020462751,High,Monitor
0129-QMPDR,No,0.01558015774935484,Low,1144.1672811936587,Medium,Low
7188-CBBBA,No,0.19588671624660492,Low,7129.013823181391,High,Monitor
5356-CSVSQ,No,0.3425731062889099,Medium,448.6186640024185,Low,Low
3221-CJMSG,No,0.08579155802726746,Low,1506.69630830884,Medium,Low
4720-VSTSI,No,0.34451279044151306,Medium,3731.2,High,High
3219-JQRSL,No,0.004252932500094175,Low,8544.505529141798,High,Monitor
2801-NISEI,No,0.10347022116184235,Low,1614.3858680829408,Medium,Low
3946-MHCZW,Yes,0.5061063170433044,Medium,50.9,Low,Low
4623-ZKHLY,No,0.0731506422162056,Low,563.6244162000716,Low,Low
6732-VAILE,No,0.029845550656318665,Low,8017.734598106146,High,Monitor
8201-AAXCB,No,0.2131907194852829,Low,1793.653640474379,Medium,Low
7696-CFTAT,No,0.009715511463582516,Low,1203.1831889525056,Medium,Low
1845-CSBRZ,No,0.3758610188961029,Medium,2197.3215722233053,Medium,Medium
2123-VSCOT,No,0.029203224927186966,Low,5933.766739585995,High,Monitor
6651-AZVTJ,Yes,0.6095619201660156,High,4890.2,High,Critical
4566-GOLUK,No,0.44831469655036926,Medium,5045.45,High,High
2484-DGXPZ,No,0.07649175077676773,Low,606.0500000000001,Low,Low
2018-QKYGT,Yes,0.8324010372161865,High,162.5533756017685,Low,Medium
2792-VPPET,No,0.16395080089569092,Low,164.33405148983002,Low,Low
7409-JURKQ,No,0.19554923474788666,Low,7004.651146662235,High,Monitor
3247-MHJKM,No,0.3646429777145386,Medium,97.20527110099792,Low,Low
1964-SVLEA,No,0.03960902616381645,Low,621.0364262148738,Low,Low
4587-NUKOX,No,0.4842759072780609,Medium,237.29999999999998,Low,Low
7297-DVYGA,No,0.032929617911577225,Low,1242.7061650134624,Medium,Low
2239-CGBUZ,No,0.04633672162890434,Low,3777.8595400974154,High,Monitor
0854-UYHZD,No,0.014563008211553097,Low,716.5170365471394,Low,Low
7243-LCGGZ,No,0.4121880829334259,Medium,94.61161440014838,Low,Low
8267-KFGYD,No,0.30918365716934204,Medium,108.3001040995121,Low,Low
4890-VMUAV,No,0.07558467239141464,Low,5297.648351088166,High,Monitor
9261-WDCAF,No,0.4095590114593506,Medium,357.5556001424789,Low,Low
3764-MNMOI,No,0.002502269111573696,Low,1342.8469543933868,Medium,Low
7442-YGZFK,Yes,0.5876752138137817,Medium,173.002646112442,Low,Low
0420-BWTPW,No,0.26437461376190186,Low,204.0,Low,Low
8229-BUJHX,No,0.005879897624254227,Low,1944.607090368867,Medium,Low
7449-HVPIV,No,0.24908792972564697,Low,5379.294706916809,High,Monitor
5504-WSIUR,No,0.0684150829911232,Low,7326.406465120614,High,Monitor
8183-ONMXC,Yes,0.6158965229988098,High,161.5,Low,Medium
8466-PZBLH,No,0.10470066219568253,Low,9255.759457623959,High,Monitor
9614-RMGHA,No,0.2925357520580292,Low,5970.25,High,Monitor
8735-IJJEG,No,0.1624976545572281,Low,955.0557064473629,Medium,Low
0564-MUUQK,No,0.3038451373577118,Medium,2308.896736294031,Medium,Medium
5054-IEXZT,Yes,0.7751836776733398,High,75.35,Low,Medium
