customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_prediction,churn_probability,risk_level,actual_churn_encoded,expected_remaining_months,estimated_lifetime_months,estimated_ltv,ltv_segment,retention_priority
1136-XGEQU,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,No,No,0.08596208691596985,Low,0,10.968454957008362,60.96845495700836,5130.495484632254,High,Monitor
2530-FMFXO,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,No,No,0.21186961233615875,Low,0,18.91512930393219,74.91512930393219,7731.241344165802,High,Monitor
6844-DZKRF,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,No,No,0.3253556489944458,Medium,0,4.047866106033325,6.047866106033325,303.60287852287297,Low,Low
4695-WJZUE,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Yes,Yes,0.8710464239120483,High,1,0.0,2.0,177.1,Low,Medium
7619-ODSGN,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,Yes,No,0.1739126443862915,Low,1,0.0,24.0,1314.0,Medium,Low
5970-GHJAW,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,No,No,0.006808701436966658,Low,0,23.8365911655128,69.8365911655128,1393.2399937519804,Medium,Low
8879-XUAHX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,No,No,0.027070339769124985,Low,0,23.350311845541,94.350311845541,10968.223752044141,High,Monitor
3689-MOZGR,Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,No,No,0.255778968334198,Low,0,4.465326189994812,33.46532618999481,1044.1181771278382,Medium,Low
4195-PNGZS,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,No,No,0.007956716232001781,Low,0,23.809038810431957,92.80903881043196,2269.180998915061,Medium,Low
5003-XZWWO,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No,No,0.01768587715923786,Low,0,23.57553894817829,94.57553894817829,7963.260379436612,High,Monitor
3988-RQIXO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,Yes,0.8885878920555115,High,1,0.0,1.0,91.3,Low,Medium
7622-FWGEW,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,No,No,0.022047284990549088,Low,0,23.470865160226822,79.47086516022682,6806.679600973428,High,Monitor
6922-NCEDI,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,No,No,0.02384384535253048,Low,0,11.713873855769634,67.71387385576963,1435.5341257423163,Medium,Low
2514-GINMM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,Yes,0.8671826124191284,High,1,0.0,1.0,79.5,Low,Medium
9891-NQDBD,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,No,No,0.032933179289102554,Low,0,11.60480184853077,39.60480184853077,1011.9026872299612,Medium,Low
6131-IUNXN,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2,No,No,0.10232347995042801,Low,0,5.386059120297432,24.386059120297432,492.5983942300081,Low,Low
8548-AWOFC,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No,No,0.09003158658742905,Low,0,5.459810480475426,71.45981048047543,4562.708899178356,High,Monitor
9798-DRYDS,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,No,No,0.11506712436676025,Low,0,10.619194507598877,27.619194507598877,1711.0090997457505,Medium,Low
8532-UEFWH,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,No,No,0.014236277900636196,Low,0,23.65832933038473,75.65832933038473,1948.2019802574068,Medium,Low
6296-DDOOR,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,No,0.0914572924375534,Low,0,10.90251249074936,29.90251249074936,1740.3262269616127,Medium,Low
7951-VRDVK,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,No,0.11228209733963013,Low,0,10.652614831924438,46.65261483192444,4005.126983320713,High,Monitor
5931-FLJJF,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,Yes,0.5401490926742554,Medium,1,0.0,7.0,490.69999999999993,Low,Low
4815-YOSUK,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,No,0.012541642412543297,Low,0,11.84950029104948,83.84950029104948,8795.81258053109,High,Monitor
2659-VXMWZ,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,Yes,No,0.11785076558589935,Low,1,0.0,67.0,7457.099999999999,High,Monitor
0380-NEAVX,Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,No,No,0.23557507991790771,Low,0,9.173099040985107,43.17309904098511,4310.833939242363,High,Monitor
3207-OYBWH,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,No,0.2833211123943329,Low,1,0.0,57.0,5429.25,High,Monitor
4285-GYRQC,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,Yes,Yes,0.710430383682251,High,1,0.0,7.0,603.75,Low,Medium
7216-EWTRS,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,Yes,0.942129909992218,High,1,0.0,1.0,100.8,Low,Medium
4365-MSDYN,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No,No,0.16039137542247772,Low,0,5.037651747465134,13.037651747465134,254.8860916629434,Low,Low
7036-TYDEC,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,No,No,0.10695546865463257,Low,0,21.43306875228882,90.43306875228882,9405.039150238037,High,Monitor
5802-ADBRC,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,No,No,0.29131460189819336,Low,0,8.50422477722168,58.50422477722168,6107.841066741944,High,Monitor
8076-FEZKJ,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,No,No,0.03126903250813484,Low,0,11.624771609902382,21.624771609902382,421.68304639309645,Low,Low
5197-YPYBZ,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,No,No,0.015399603173136711,Low,0,23.63040952384472,35.63040952384472,899.6678404770792,Medium,Low
8337-MSSXB,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,Yes,Yes,0.5637282133102417,Medium,1,0.0,14.0,1208.2,Medium,Medium
4312-GVYNH,Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,No,No,0.020568272098898888,Low,0,23.506361469626427,93.50636146962643,4661.292119260877,High,Monitor
8495-LJDFO,Female,1,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No,No,0.11567328125238419,Low,0,5.305960312485695,69.3059603124857,7550.8843760453165,High,Monitor
0839-JTCUD,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No,No,0.023164046928286552,Low,0,23.444062873721123,89.44406287372112,8041.021252347529,High,Monitor
5494-WOZRZ,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,No,No,0.0093001089990139,Low,0,23.776797384023666,94.77679738402367,7771.697385489941,High,Monitor
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,No,0.4370197355747223,Medium,0,3.3778815865516663,23.377881586551666,2102.8404487103226,Medium,Medium
2234-EOFPT,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No,No,0.003151659620925784,Low,0,23.92436016909778,95.92436016909778,7611.597979417908,High,Monitor
8619-IJNDK,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,No,No,0.005853247828781605,Low,0,23.85952205210924,94.85952205210924,6075.752387437597,High,Monitor
8378-LKJAF,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,Yes,0.5961892604827881,Medium,0,2.4228644371032715,40.42286443710327,4088.772737812996,High,High
8182-BJDSI,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes,Yes,0.5748471021652222,Medium,1,0.0,28.0,2518.6,Medium,Medium
2528-HFYZX,Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,Yes,No,0.45524290204048157,Medium,1,0.0,17.0,1299.65,Medium,Medium
1153-GNOLC,Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,No,No,0.1462499350309372,Low,0,10.245000779628754,43.245000779628754,1690.8795304834844,Medium,Low
3298-QEICA,Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,No,No,0.0201291274279356,Low,0,23.516900941729546,46.516900941729546,1609.4847725838424,Medium,Low
0788-DXBFY,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,No,No,0.10176405310630798,Low,0,10.778831362724304,68.7788313627243,1344.6261531412601,Medium,Low
3597-YASZG,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No,No,0.07482092827558517,Low,0,22.204297721385956,92.20429772138596,9630.738896998764,High,Monitor
3496-LFSZU,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,No,Yes,0.509696900844574,Medium,0,2.941818594932556,6.941818594932556,489.3982109427452,Low,Low
5242-UOWHD,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,No,No,0.00896235927939415,Low,0,23.78490337729454,68.78490337729454,1399.772783727944,Medium,Low
2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,Yes,Yes,0.532440721988678,Medium,1,0.0,10.0,700.0,Low,Low
6479-SZPLM,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,No,No,0.013075381517410278,Low,0,23.686190843582153,59.68619084358215,1160.896411907673,Medium,Low
8097-VBQTZ,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,No,No,0.077375128865242,Low,0,5.535749226808548,59.53574922680855,4161.548870953918,High,Monitor
4500-HKANN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,No,No,0.02525951899588108,Low,0,23.393771544098854,46.393771544098854,2769.7081611827016,Medium,Low
9917-KWRBE,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,No,No,0.06621719896793365,Low,0,11.205393612384796,52.205393612384796,4090.2925895303483,High,Monitor
3420-ZDBMA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,No,Yes,0.5653544068336487,Medium,0,2.607873558998108,7.607873558998108,543.5825657904148,Low,Low
2212-LYASK,Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,No,No,0.15472985804080963,Low,0,10.143241703510284,37.143241703510284,1703.0176321059466,Medium,Low
1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No,Yes,0.7607560157775879,High,0,1.4354639053344727,2.4354639053344727,233.43921532630918,Low,Medium
8069-RHUXK,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,No,No,0.01238677091896534,Low,0,23.702717497944832,90.70271749794483,3238.0870146766306,High,Monitor
3398-GCPMU,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,No,No,0.0035861930809915066,Low,0,23.913931366056204,95.9139313660562,8589.092553830333,High,Monitor
2908-WGAXL,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,No,No,0.014605970121920109,Low,0,23.649456717073917,79.64945671707392,1987.2539450909942,Medium,Low
3378-AJRAO,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,No,No,0.038808394223451614,Low,0,11.53429926931858,55.53429926931858,1380.027336842567,Medium,Low
1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,No,Yes,0.5778108239173889,Medium,0,2.5331350564956665,68.53313505649567,6908.140013694763,High,High
0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,Yes,No,0.04678792133927345,Low,1,0.0,34.0,2189.6000000000004,Medium,Low
6050-FFXES,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,No,No,0.09773234277963638,Low,0,21.654423773288727,90.65442377328873,9550.443544515967,High,Monitor
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,Yes,0.8660494685173035,High,1,0.0,1.0,102.45,Low,Medium
0362-RAOQO,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,No,No,0.014870605431497097,Low,0,23.64310546964407,63.64310546964407,1250.5870224785058,Medium,Low
9554-DFKIC,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No,No,0.12794733047485352,Low,0,5.232316017150879,35.23231601715088,1918.3996071338654,Medium,Low
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,No,0.1810864955186844,Low,0,4.913481026887894,15.913481026887894,1121.9004123955965,Medium,Low
0829-DDVLK,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,No,No,0.03357319533824921,Low,0,11.59712165594101,26.59712165594101,534.6021452844143,Low,Low
1399-UBQIU,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,No,No,0.3229447901248932,Medium,0,4.062331259250641,15.06233125925064,1044.572672829032,Medium,Medium
1813-JLKWR,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,No,No,0.021168537437915802,Low,0,11.74597755074501,75.74597755074501,1499.7703555047513,Medium,Low
0336-PIKEI,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,No,No,0.005384204909205437,Low,0,23.87077908217907,95.87077908217907,7132.785963714124,High,Monitor
7322-OCWHC,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,No,No,0.004466129932552576,Low,0,23.892812881618738,95.89281288161874,8922.826238634623,High,Monitor
9537-VHDTA,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,No,No,0.3935599625110626,Medium,0,3.6386402249336243,4.638640224933624,237.49837951660157,Low,Low
4957-TIALW,Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,No,No,0.0526314452290535,Low,0,11.368422657251358,26.368422657251358,1729.7685263156889,Medium,Low
2054-PJOCK,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,No,No,0.09011868387460709,Low,0,10.918575793504715,70.91857579350471,5712.491280166804,High,Monitor
9150-HEPMB,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,No,0.03966519609093666,Low,0,11.52401764690876,67.52401764690876,3558.515729992092,High,Monitor
9030-QGZNL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,No,No,0.01876937597990036,Low,0,23.54953497648239,31.54953497648239,657.8078042596579,Low,Low
6204-IEUXJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,Yes,Yes,0.6166117787361145,High,1,0.0,3.0,240.29999999999998,Low,Medium
3126-WQMGH,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,No,0.17652298510074615,Low,0,4.940862089395523,53.94086208939552,2813.0159579619763,Medium,Low
4529-CKBCL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,Yes,0.7140936255455017,High,1,0.0,2.0,160.4,Low,Medium
2506-CLAKW,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,Yes,0.8048151731491089,High,1,0.0,6.0,588.9000000000001,Low,Medium
7176-WRTNX,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,No,0.19073212146759033,Low,0,19.422429084777832,89.42242908477783,10279.108223295212,High,Monitor
1583-IHQZE,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,Yes,0.5680329203605652,Medium,1,0.0,12.0,1355.4,Medium,Medium
5732-IKGQH,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,No,0.36352312564849854,Medium,0,7.637722492218018,59.63772249221802,6229.1601143121725,High,High
9239-GZHZE,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No,No,0.02235041931271553,Low,0,23.463589936494827,95.46358993649483,10849.436996282637,High,Monitor
7205-BAIAD,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,No,0.011769469827413559,Low,0,23.717532724142075,63.717532724142075,1312.5811741173268,Medium,Low
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,Yes,0.7093684077262878,High,1,0.0,1.0,70.9,Low,Medium
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,Yes,0.6696521639823914,High,1,0.0,3.0,260.54999999999995,Low,Medium
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No,No,0.35423901677131653,Medium,0,3.874565899372101,43.8745658993721,4016.7165080875156,High,High
8064-RAVOH,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,No,Yes,0.591900646686554,Medium,0,2.4485961198806763,3.4485961198806763,171.91251657605173,Low,Low
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,No,No,0.02695710025727749,Low,0,11.67651479691267,41.67651479691267,825.1949929788709,Low,Low
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,Yes,0.5778868794441223,Medium,1,0.0,23.0,2296.5499999999997,Medium,Medium
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,Yes,0.8532174825668335,High,1,0.0,1.0,74.5,Low,Medium
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,No,Yes,0.5109778642654419,Medium,0,2.9341328144073486,46.93413281440735,4888.189932620526,High,High
3571-RFHAR,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,Yes,No,0.44907453656196594,Medium,1,0.0,65.0,7094.75,High,High
0015-UOCOJ,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,No,No,0.37527427077293396,Medium,0,3.7483543753623962,10.748354375362396,518.0706808924675,Low,Low
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,No,No,0.00673174811527133,Low,0,23.838438045233488,95.83843804523349,2405.5447949353606,Medium,Low
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,Yes,0.8700793981552124,High,0,0.7795236110687256,8.779523611068726,879.2692896485329,Low,Medium
9578-VRMNM,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Yes,No,0.3363964557647705,Medium,1,0.0,16.0,1043.2,Medium,Medium
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,Yes,0.5396421551704407,Medium,1,0.0,66.0,6567.0,High,High
6140-QNRQQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,Yes,Yes,0.7596484422683716,High,1,0.0,1.0,71.55,Low,Medium
8963-JLGJT,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,No,No,0.30826273560523987,Medium,0,4.150423586368561,7.150423586368561,399.7086784780025,Low,Low
4307-KTUMW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,Yes,No,0.31816136837005615,Medium,1,0.0,53.0,4976.700000000001,High,High
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,No,No,0.22854332625865936,Low,0,4.628740042448044,12.628740042448044,813.2908587336541,Low,Low
5440-FLBQG,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Yes,No,0.32561275362968445,Medium,1,0.0,69.0,7479.6,High,High
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,No,Yes,0.729646623134613,High,0,1.6221202611923218,6.622120261192322,564.8668582797051,Low,Medium
4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,No,No,0.00613531144335866,Low,0,23.852752525359392,95.85275252535939,10299.378258849867,High,Monitor
