SeniorCitizen,has_security_service,has_streaming_service,is_month_to_month,is_long_term_customer,tenure,MonthlyCharges,TotalCharges,total_services,average_monthly_revenue,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_group
0,1,0,1,1,31,54.35,1647.0,3,53.12903225806452,Male,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,25-48
0,0,0,0,0,7,19.45,165.35,1,23.62142857142857,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0-12
0,0,0,0,1,33,20.1,579.4,1,17.55757575757576,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25-48
0,1,1,1,1,40,110.1,4469.1,7,111.7275,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25-48
0,1,1,0,1,33,95.8,3036.75,4,92.02272727272727,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,25-48
0,0,0,1,0,1,44.35,44.35,1,44.35,Female,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,0,0,0,1,71,20.1,1389.6,1,19.57183098591549,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
0,0,1,1,0,3,53.4,188.7,2,62.9,Male,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),0-12
0,0,1,1,1,27,94.55,2724.6,4,100.91111111111111,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,25-48
0,1,1,0,1,61,115.1,6993.65,8,114.64999999999999,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,49-72
0,0,0,0,1,48,19.95,1004.5,1,20.927083333333332,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25-48
0,0,0,0,1,41,20.0,810.3,1,19.76341463414634,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25-48
0,1,0,1,0,9,75.75,655.9,2,72.87777777777778,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,0,0,0,11,40.4,422.6,3,38.41818181818182,Female,No,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0-12
0,0,1,1,0,3,60.25,170.5,3,56.833333333333336,Female,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
1,1,1,0,1,66,79.4,5154.6,7,78.10000000000001,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),49-72
0,1,1,0,1,69,104.7,7220.35,6,104.64275362318841,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),49-72
0,1,1,0,1,38,110.7,4428.6,7,116.54210526315791,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,25-48
0,0,0,1,0,1,69.85,69.85,1,69.85,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,48,111.8,5443.65,8,113.409375,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25-48
0,0,0,1,0,19,44.9,839.65,1,44.19210526315789,Female,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,13-24
0,0,0,1,0,16,19.35,275.9,1,17.24375,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,13-24
0,1,0,1,0,18,60.6,1156.35,4,64.24166666666666,Female,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,13-24
0,0,0,0,1,25,19.9,505.45,1,20.218,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25-48
0,1,0,1,1,55,79.4,4238.45,3,77.06272727272727,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,49-72
0,0,0,1,0,3,45.35,141.5,1,47.166666666666664,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
1,1,0,1,0,8,81.25,585.95,3,73.24375,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,39,59.3,2209.15,3,56.6448717948718,Female,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,25-48
0,0,0,1,0,5,20.15,117.95,1,23.59,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,0,1,61,118.6,7365.7,8,120.74918032786886,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,49-72
0,0,1,1,0,1,35.75,35.75,1,35.75,Female,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,1,0,4,25.25,101.9,2,25.475,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,0,1,63,79.7,4786.15,6,75.97063492063492,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),49-72
0,0,0,0,0,12,24.95,280.4,2,23.366666666666664,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0-12
0,0,0,1,0,3,75.15,216.75,2,72.25,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-12
0,1,1,1,0,15,105.35,1559.25,6,103.95,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),13-24
0,1,1,0,1,50,43.05,2208.05,3,44.161,Male,No,Yes,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),49-72
0,1,1,1,1,42,95.25,3959.35,5,94.2702380952381,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25-48
0,0,0,1,0,10,19.95,187.75,1,18.775,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,1,0,1,55,59.45,3157.0,3,57.4,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),49-72
0,1,0,1,0,23,75.0,1778.5,2,77.32608695652173,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),13-24
0,1,1,1,0,9,69.05,653.95,5,72.66111111111111,Male,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0-12
1,1,0,0,1,59,94.05,5483.9,6,92.94745762711864,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,49-72
0,1,1,0,1,72,85.1,6155.4,7,85.49166666666666,Female,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,49-72
0,1,1,1,0,1,95.85,95.85,4,95.85,Female,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,1,24,21.1,490.65,1,20.443749999999998,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),13-24
0,1,1,1,1,58,66.8,3970.4,4,68.45517241379311,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49-72
0,1,1,0,1,31,75.25,2344.5,6,75.62903225806451,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),25-48
0,0,0,1,0,16,19.6,314.45,1,19.653125,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,13-24
0,1,1,0,1,37,79.25,2911.8,6,78.6972972972973,Male,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,25-48
0,0,0,1,0,17,69.0,1149.65,1,67.62647058823529,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,13-24
0,1,1,1,1,49,93.85,4733.1,5,96.59387755102041,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,2,45.15,98.5,1,49.25,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
1,1,1,1,1,47,85.5,4042.3,3,86.00638297872341,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,25-48
0,0,0,1,0,1,69.5,69.5,1,69.5,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,1,1,1,56,89.7,4952.95,3,88.44553571428571,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,49-72
0,1,1,0,1,46,90.95,4236.6,4,92.10000000000001,Female,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),25-48
0,1,1,0,1,72,89.7,6339.3,8,88.04583333333333,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),49-72
0,1,1,0,1,43,100.0,4211.55,5,97.94302325581396,Male,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,25-48
0,0,0,1,0,1,70.5,70.5,1,70.5,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
1,1,1,0,1,72,111.65,8022.85,7,111.42847222222223,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
1,1,0,1,0,12,29.35,381.2,1,31.766666666666666,Male,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-12
1,1,0,0,1,68,41.95,2965.75,3,43.6139705882353,Male,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,49-72
1,1,1,1,1,41,98.4,4187.75,5,102.14024390243902,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,1,1,1,58,91.55,5511.65,4,95.02844827586206,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49-72
0,1,0,1,1,39,30.1,1131.3,1,29.007692307692306,Female,No,Yes,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),25-48
0,1,1,0,1,48,78.75,3682.45,6,76.71770833333333,Male,No,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),25-48
0,0,0,1,1,25,25.4,546.85,2,21.874000000000002,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25-48
0,0,0,0,0,16,20.5,290.55,1,18.159375,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,13-24
0,1,1,1,1,24,89.55,2187.15,4,91.13125000000001,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,13-24
0,1,0,0,1,43,90.65,3882.3,5,90.28604651162792,Male,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),25-48
0,0,1,1,0,1,35.05,35.05,1,35.05,Female,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,0-12
0,0,1,1,0,3,54.7,169.45,2,56.48333333333333,Male,No,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0-12
0,0,0,1,0,3,70.25,229.7,1,76.56666666666666,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,0,1,1,57,55.7,3171.6,3,55.642105263157895,Male,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,49-72
1,1,1,1,1,57,94.0,5438.95,5,95.42017543859649,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),49-72
0,1,0,1,0,1,54.5,54.5,3,54.5,Female,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,0-12
0,0,0,1,0,9,45.15,416.45,1,46.27222222222222,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
1,1,1,1,0,6,95.75,573.75,4,95.625,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,63,104.8,6597.25,6,104.71825396825396,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
1,1,0,1,0,14,80.35,1058.1,3,75.57857142857142,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),13-24
0,1,0,1,0,23,55.3,1284.2,3,55.834782608695654,Male,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),13-24
0,0,0,0,1,71,24.45,1681.6,2,23.68450704225352,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49-72
0,1,1,1,1,43,92.55,4039.0,4,93.93023255813954,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25-48
1,1,1,1,0,17,89.15,1496.9,4,88.0529411764706,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,13-24
0,0,0,1,0,15,46.3,639.45,1,42.63,Female,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,13-24
0,1,0,0,1,35,55.25,1924.1,3,54.97428571428571,Male,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,25-48
0,1,1,1,1,31,104.2,3243.45,6,104.62741935483871,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,1,0,1,71,90.35,6325.25,8,89.08802816901408,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,49-72
0,1,0,1,1,34,73.95,2524.45,2,74.24852941176471,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25-48
0,1,1,1,0,15,64.65,994.55,4,66.30333333333333,Female,No,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),13-24
0,0,0,0,1,68,25.4,1620.2,2,23.826470588235296,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
0,1,1,0,1,26,82.0,2083.1,6,80.11923076923077,Male,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),25-48
0,1,1,1,0,1,70.45,70.45,5,70.45,Male,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0-12
1,1,1,0,1,57,69.85,4003.0,5,70.2280701754386,Female,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),49-72
0,1,1,0,1,39,95.55,3692.85,5,94.68846153846154,Female,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,25-48
0,0,0,0,1,46,24.9,1174.8,2,25.539130434782606,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25-48
0,1,1,0,1,64,104.4,6692.65,6,104.57265625,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,0,1,1,0,3,94.9,273.2,4,91.06666666666666,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0-12
0,0,0,1,0,4,20.15,68.45,1,17.1125,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0-12
0,1,1,0,1,71,91.25,6589.6,8,92.8112676056338,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,49-72
0,1,1,1,1,24,99.3,2431.35,5,101.30624999999999,Female,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),13-24
0,0,0,0,1,43,19.65,779.25,1,18.122093023255815,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25-48
0,1,1,1,0,17,69.0,1108.0,5,65.17647058823529,Female,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,13-24
1,1,1,1,1,34,85.2,2874.45,3,84.54264705882352,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),25-48
0,0,0,1,0,10,44.85,435.4,1,43.54,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-12
1,0,1,1,1,40,91.55,3673.6,3,91.84,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
1,1,0,0,1,52,59.85,3103.25,4,59.67788461538461,Female,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),49-72
0,1,1,1,1,51,93.8,4539.35,5,89.00686274509805,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,49-72
0,1,1,1,0,13,100.75,1313.25,5,101.01923076923077,Male,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,13-24
0,1,1,1,0,18,64.8,1166.7,4,64.81666666666666,Female,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,13-24
0,1,1,0,1,30,64.5,1985.15,4,66.17166666666667,Female,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,25-48
0,1,0,1,0,4,74.8,321.9,2,80.475,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,1,1,0,4,63.75,226.2,4,56.55,Male,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,0,0,1,0,1,20.2,20.2,1,20.2,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-12
0,0,0,0,1,38,19.6,763.1,1,20.08157894736842,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25-48
0,1,0,0,1,72,84.7,6185.15,4,85.9048611111111,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49-72
0,1,0,0,1,72,80.45,5737.6,3,79.6888888888889,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),49-72
0,0,1,1,0,1,54.65,54.65,2,54.65,Female,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,56,103.2,5873.75,6,104.88839285714286,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,49-72
1,0,0,1,0,15,75.65,1146.65,2,76.44333333333334,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,13-24
0,0,0,0,1,65,26.5,1698.55,2,26.13153846153846,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
0,1,0,1,0,5,64.4,316.9,5,63.379999999999995,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0-12
0,0,0,0,1,72,25.2,1798.9,2,24.984722222222224,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),49-72
0,1,1,0,1,72,97.85,6841.3,5,95.01805555555556,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49-72
0,1,0,1,1,34,49.8,1734.2,2,51.00588235294118,Male,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,25-48
1,1,1,1,1,64,94.25,6081.4,5,95.021875,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49-72
0,0,0,0,1,65,20.4,1414.45,1,21.76076923076923,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,54,97.2,5129.45,5,94.9898148148148,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,1,20.35,20.35,1,20.35,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,1,0,11,84.8,888.75,3,80.79545454545455,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0-12
0,1,0,1,0,6,55.15,322.9,3,53.81666666666666,Female,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,0-12
0,0,0,0,1,69,24.25,1641.8,2,23.794202898550726,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
0,0,0,1,0,3,20.5,76.95,1,25.650000000000002,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,72,65.25,4478.85,6,62.206250000000004,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,52,68.75,3482.85,5,66.97788461538461,Male,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,49-72
1,1,1,1,1,35,99.05,3554.6,5,101.56,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,1,0,1,64,102.45,6654.1,6,103.9703125,Male,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),49-72
0,0,0,0,1,66,20.35,1359.5,1,20.598484848484848,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49-72
0,1,1,1,1,28,104.8,3046.05,6,108.78750000000001,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,1,0,1,45,112.2,5031.85,7,111.81888888888889,Male,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),25-48
0,0,0,0,1,44,20.4,905.55,1,20.580681818181816,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25-48
1,0,1,1,0,2,85.55,187.45,3,93.725,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,55,75.0,4213.9,6,76.61636363636363,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),49-72
0,0,0,1,0,2,45.85,81.0,1,40.5,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-12
0,1,1,0,1,72,103.95,7556.9,7,104.95694444444445,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),49-72
0,0,1,1,0,1,79.55,79.55,2,79.55,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0-12
0,1,0,1,1,37,40.2,1448.8,3,39.15675675675676,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),25-48
0,1,0,0,1,62,69.4,4237.5,6,68.34677419354838,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),49-72
0,0,0,0,0,11,20.9,202.3,1,18.39090909090909,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0-12
0,0,0,0,1,66,19.35,1240.8,1,18.8,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
1,1,1,0,1,26,60.7,1597.4,3,61.43846153846154,Female,Yes,No,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,25-48
